customer_id,first_name,last_name,email,phone,city,registration_date,loyalty_tier,birth_year
2272,Taavi,Pihl,taavi.pihl@hot.ee,+372 5525 6986,Võru,2020-07-05,,1975
2273,Kaido,Liiv,kaido.liiv@outlook.com,+372 5544 6394,Tartu,2020-12-01,,1996
2274,Grete,Mets,,+372 5537 6612,Tartu,2022-12-18,gold,1969
2275,Sirje,Järv,,+372 5846 5133,Tallinn,2021-10-01,gold,1992
2276,Kalev,Kukk,kalev.kukk@yahoo.com,+372 5587 4488,Tartu,2020-10-22,gold,1963
2277,Meelis,Lepp,meelis.lepp@outlook.com,+372 5782 9797,Narva,2021-05-17,gold,1988
2278,Kati,Teder,kati.teder@mail.ee,+372 5307 3991,Viljandi,2024-12-19,bronze,1962
2279,Ants,Puusepp,ants.puusepp@gmail.com,+372 8138 0865,Tartu,2022-09-10,,1970
2280,Tiit,Luik,tiit.luik@outlook.com,+372 5612 8070,Tallinn,2024-12-28,bronze,1962
2281,Maris,Kuusik,maris.kuusik@telia.ee,+372 8711 6734,Tartu,2022-11-16,silver,2001
2282,Margus,Pärn,margus.parn@hot.ee,+372 5134 0618,Paide,2023-05-29,,1993
2283,Ene,Kuusik,,+372 8623 7399,Jõhvi,2024-08-25,bronze,1972
2284,Liis,Järv,liis.jarv@outlook.com,+372 8352 7729,Tallinn,2023-03-09,silver,2005
2285,Maie,Pärn,maie.parn@hot.ee,+372 5388 2107,Pärnu,2021-06-13,bronze,1972
2286,Jüri,Salu,juri.salu@yahoo.com,+372 5721 0098,Tartu,2022-04-25,silver,1984
2287,Aili,Mägi,aili.magi@mail.ee,+372 5952 5316,Valga,2022-07-27,silver,1963
2288,Tiit,Arro,tiit.arro@hot.ee,+372 5667 4016,Tallinn,2024-03-11,,1969
2289,Maie,Arro,maie.arro@hot.ee,+372 5531 8086,Narva,2020-01-10,gold,2001
2290,Arvo,Paas,arvo.paas@yahoo.com,+372 8471 2862,Rakvere,2020-02-16,bronze,1973
2291,Liis,Kukk,liis.kukk@telia.ee,+372 5421 0298,Pärnu,2021-09-29,bronze,1961
2292,Marko,Aas,marko.aas@outlook.com,+372 5426 6903,Haapsalu,2024-07-31,gold,1973
2293,Siim,Vaher,siim.vaher@mail.ee,+372 5975 6403,Tartu,2021-12-15,bronze,1982
2294,Merle,Luik,merle.luik@hot.ee,+372 5265 7756,Narva,2021-08-14,,1997
2295,Tõnu,Nurk,tonu.nurk@outlook.com,+372 8790 5650,Tartu,2023-04-18,gold,1984
2296,Rain,Pihl,,+372 5758 5012,Viljandi,2023-04-20,silver,1987
2297,Ene,Lill,ene.lill@gmail.com,+372 5191 3205,Pärnu,2023-08-21,,1975
2298,Heino,Lõhmus,heino.lohmus@hot.ee,+372 8144 4487,Tallinn,2021-09-14,silver,2005
2299,Indrek,Kuusk,,+372 5252 1264,Pärnu,2023-01-31,silver,1992
2300,Piret,Raud,piret.raud@telia.ee,+372 5754 9870,Tallinn,2022-10-13,,1979
2301,Siim,Nõmm,siim.nomm@mail.ee,+372 5278 9497,Tartu,2022-05-05,bronze,1987
2302,Urmas,Tammik,urmas.tammik@mail.ee,+372 5762 4966,Tartu,2023-08-23,silver,1963
2303,Annika,Saar,annika.saar@gmail.com,+372 5799 0312,Pärnu,2022-11-18,,1994
2304,Tiit,Rosin,tiit.rosin@mail.ee,+372 5270 3518,Tallinn,2021-02-27,bronze,1988
2305,Mart,Nõmm,mart.nomm@gmail.com,+372 8211 0449,Paide,2022-09-09,silver,1987
2306,Heino,Luik,heino.luik@mail.ee,+372 5246 2185,Narva,2020-10-22,,1989
2307,Väino,Kukk,vaino.kukk@mail.ee,+372 8994 4594,Kuressaare,2021-01-28,,1972
2308,Ants,Teder,ants.teder@outlook.com,+372 5884 2146,Tallinn,2022-12-08,,1984
2309,Elis,Saar,,+372 5646 1532,Tartu,2023-02-24,gold,1996
2310,Tiina,Hurt,,+372 5116 5120,Tallinn,2022-06-24,bronze,1994
2311,Mihkel,Saar,mihkel.saar@mail.ee,+372 5834 8800,Viljandi,2022-01-27,silver,1995
2312,Marko,Kallas,marko.kallas@gmail.com,+372 5221 5658,Tartu,2020-09-28,bronze,1993
2313,Mart,Kõiv,mart.koiv@mail.ee,+372 5785 5776,Pärnu,2024-10-17,,1999
2314,Tiina,Järv,tiina.jarv@yahoo.com,+372 5969 4518,Rakvere,2025-01-06,silver,1999
2315,Anna,Männik,anna.mannik@telia.ee,+372 8541 2444,Narva,2023-08-11,silver,2003
2316,Nele,Roots,nele.roots@yahoo.com,+372 5817 2176,Tallinn,2020-05-05,bronze,1977
2317,Pille,Raud,pille.raud@gmail.com,+372 8165 0599,Haapsalu,2021-09-19,,1968
2318,Anu,Teder,anu.teder@yahoo.com,+372 5892 0355,Tartu,2022-02-20,gold,1975
2319,Kristiina,Lass,kristiina.lass@telia.ee,+372 5941 3300,Tartu,2022-09-11,silver,1998
2320,Kevin,Kõiv,,+372 5257 7116,Tallinn,2024-03-24,bronze,1994
2321,Merike,Nõmm,merike.nomm@mail.ee,+372 8372 9006,Paide,2025-02-04,bronze,1984
2322,Pille,Mägi,pille.magi@outlook.com,+372 8582 9822,Tallinn,2024-07-01,bronze,1967
2323,Arvo,Kaalep,arvo.kaalep@mail.ee,+372 5488 9319,Tallinn,2024-05-29,bronze,1966
2324,Marko,Ilves,marko.ilves@hot.ee,+372 8317 7172,Tartu,2021-08-19,silver,1982
2325,Elis,Valk,elis.valk@mail.ee,+372 5860 3063,Tartu,2023-03-17,,2003
2326,Tarmo,Luik,tarmo.luik@gmail.com,+372 8276 4560,Tallinn,2020-04-01,,1979
2327,Arvo,Arro,arvo.arro@yahoo.com,+372 5243 0225,Tallinn,2023-10-03,bronze,1975
2328,Anu,Kuusk,anu.kuusk@mail.ee,+372 5950 1837,Paide,2024-09-13,silver,1987
2329,Indrek,Puusepp,indrek.puusepp@hot.ee,+372 5941 4544,Rakvere,2023-02-08,,1991
2330,Nele,Pihl,nele.pihl@telia.ee,+372 5335 4903,Pärnu,2021-11-26,gold,1995
2331,Katrin,Kivi,katrin.kivi@mail.ee,+372 5323 3709,Tallinn,2020-05-08,,1986
2332,Marika,Toom,marika.toom@outlook.com,+372 5344 1460,Pärnu,2022-05-09,bronze,1972
2333,Kristiina,Lill,kristiina.lill@yahoo.com,+372 5595 8460,Tallinn,2023-09-01,,1979
2334,Liina,Must,,+372 5281 6245,Tallinn,2024-07-26,,1977
2335,Kersti,Laas,kersti.laas@outlook.com,+372 5110 8018,Tartu,2023-04-14,silver,1964
2336,Lea,Orav,lea.orav@telia.ee,+372 5162 1010,Rakvere,2021-04-21,,1973
2337,Enn,Põld,enn.pold@yahoo.com,+372 5454 9646,Tartu,2024-01-14,,1984
2338,Kevin,Pärn,kevin.parn@telia.ee,+372 5670 5581,Tallinn,2022-09-19,silver,1971
2339,Margus,Lass,margus.lass@outlook.com,+372 5567 1285,Kuressaare,2020-12-10,bronze,1970
2340,Meelis,Rebane,meelis.rebane@hot.ee,+372 5452 0065,Tallinn,2020-05-07,,1987
2341,Jüri,Männik,juri.mannik@gmail.com,+372 5924 2850,Tallinn,2024-08-10,silver,1996
2342,Andres,Saar,andres.saar@hot.ee,+372 5949 0184,Pärnu,2023-08-22,,1989
2343,Tarmo,Nõmm,tarmo.nomm@outlook.com,+372 5581 8430,Jõhvi,2020-09-21,gold,1986
2344,Liis,Lõoke,liis.looke@gmail.com,+372 5191 6326,Tartu,2020-01-29,gold,1998
2345,Mart,Mitt,mart.mitt@hot.ee,+372 5998 9459,Tartu,2024-11-20,bronze,1998
2346,Külli,Kuusik,kulli.kuusik@telia.ee,+372 5938 2192,Tallinn,2022-04-06,,1988
2347,Lea,Aas,,+372 5495 0765,Pärnu,2020-05-05,bronze,1962
2348,Marika,Puusepp,marika.puusepp@gmail.com,+372 8408 4391,Haapsalu,2024-04-03,bronze,1989
2349,Ene,Rebane,ene.rebane@gmail.com,+372 5418 4096,Jõhvi,2021-06-28,silver,1985
2350,Madis,Sild,madis.sild@mail.ee,+372 5662 7770,Haapsalu,2021-06-28,,1982
2351,Lauri,Nõmm,lauri.nomm@telia.ee,+372 5719 6649,Tartu,2021-08-30,gold,1971
2352,Reet,Lepp,reet.lepp2@outlook.com,+372 5172 8034,Tallinn,2025-01-30,bronze,2003
2353,Elis,Põld,,+372 8547 7381,Tallinn,2020-09-23,,1971
2354,Rain,Männik,rain.mannik@gmail.com,+372 5113 1098,Tallinn,2023-12-04,bronze,1984
2355,Indrek,Mets,indrek.mets@mail.ee,+372 5542 0622,Pärnu,2022-02-12,,1991
2356,Meelis,Kaalep,meelis.kaalep@outlook.com,+372 5514 8816,Tallinn,2020-11-14,,1962
2357,Rein,Valk,,+372 5674 7709,Kuressaare,2021-05-21,gold,1989
2358,Elis,Liiv,elis.liiv@hot.ee,+372 5250 9531,Narva,2024-01-27,,1980
2359,Rein,Rand,rein.rand@yahoo.com,+372 5161 5547,Tallinn,2021-12-25,,2003
2360,Katrin,Luik,katrin.luik@hot.ee,+372 5953 7997,Tallinn,2022-12-30,bronze,1995
2361,Maris,Pihl,,+372 8143 7686,Pärnu,2024-11-24,,1979
2362,Laura,Paas,laura.paas@mail.ee,+372 5345 2759,Tartu,2020-01-22,,1982
2363,Tõnu,Tamm,tonu.tamm@hot.ee,+372 5843 2525,Tallinn,2021-12-20,gold,1962
2364,Kevin,Arro,kevin.arro@yahoo.com,+372 5242 1670,Tartu,2022-06-07,,2005
2365,Väino,Mägi,vaino.magi@gmail.com,+372 5483 8447,Tallinn,2021-11-12,silver,1983
2366,Liis,Kuusik,liis.kuusik@outlook.com,+372 5316 6467,Tallinn,2023-07-24,bronze,2001
2367,Ülle,Tamm,,+372 5743 4689,Tallinn,2023-04-29,gold,1989
2368,Ene,Kivi,ene.kivi@hot.ee,+372 5124 7513,Tallinn,2020-11-27,,1976
2369,Katrin,Kull,katrin.kull@outlook.com,+372 5573 7942,Tallinn,2023-11-26,,1961
2370,Jaak,Nurk,jaak.nurk@yahoo.com,+372 5708 0024,Kuressaare,2021-04-04,gold,1991
2371,Ülle,Teder,ulle.teder@outlook.com,+372 5392 8392,Tartu,2020-06-14,gold,1967
2372,Marko,Roots,marko.roots@gmail.com,+372 8579 6501,Narva,2022-01-01,gold,1986
2373,Mart,Mägi,,+372 5236 0291,Pärnu,2020-01-14,silver,1963
2374,Maris,Lepp,maris.lepp@yahoo.com,+372 8614 2038,Tallinn,2024-02-10,,1982
2375,Väino,Pärn,vaino.parn@gmail.com,+372 5398 5701,Tartu,2021-08-15,gold,1978
2376,Terje,Ilves,terje.ilves@mail.ee,+372 5672 6799,Pärnu,2024-08-27,bronze,2000
2377,Anu,Kivi,,+372 5545 0810,Valga,2021-07-03,bronze,1999
2378,Mart,Paju,mart.paju@hot.ee,+372 5557 7343,Tallinn,2023-10-10,,2005
2379,Marika,Rosin,marika.rosin@outlook.com,+372 5635 5513,Pärnu,2022-09-25,,1998
2380,Marit,Kivi,,+372 5791 6299,Tartu,2020-07-11,gold,1970
2381,Väino,Lõoke,vaino.looke@hot.ee,+372 8888 7468,Narva,2023-08-09,bronze,1997
2382,Lauri,Roots,lauri.roots@gmail.com,+372 5603 3600,Tallinn,2021-01-03,bronze,1987
2383,Erkki,Arro,erkki.arro@mail.ee,+372 5250 3756,Pärnu,2021-12-07,,1987
2384,Rain,Toom,rain.toom@gmail.com,+372 5704 6592,Tartu,2023-08-15,bronze,1969
2385,Tõnu,Luik,tonu.luik@telia.ee,+372 5596 1753,Narva,2024-06-24,silver,1979
2386,Mihkel,Tamm,mihkel.tamm@gmail.com,+372 5870 7251,Tallinn,2021-04-19,,1973
2387,Sandra,Lill,sandra.lill@gmail.com,+372 5814 9793,Tartu,2020-01-29,bronze,1961
2388,Rein,Rand,rein.rand@gmail.com,+372 5408 8392,Tartu,2022-09-24,,1968
2389,Kevin,Kaalep,kevin.kaalep@telia.ee,+372 8119 3600,Tartu,2023-03-14,silver,2000
2390,Triin,Lill,triin.lill@telia.ee,+372 5378 0596,Tartu,2021-04-09,,1996
2391,Elis,Pihl,,+372 8963 4010,Narva,2024-03-06,,2001
2392,Kristiina,Talvik,kristiina.talvik@mail.ee,+372 8596 8690,Kuressaare,2023-05-30,silver,2005
2393,Mihkel,Saar,mihkel.saar@telia.ee,+372 5499 7415,Tallinn,2023-12-21,bronze,1960
2394,Marika,Koppel,marika.koppel@yahoo.com,+372 5343 1187,Tallinn,2022-12-05,,1971
2395,Ülle,Nõmm,,+372 5668 0804,Tallinn,2021-01-20,bronze,1975
2396,Heino,Aas,heino.aas@mail.ee,+372 8896 7501,Narva,2022-02-18,gold,1999
2397,Kalev,Puusepp,kalev.puusepp@outlook.com,+372 5367 9011,Rakvere,2020-11-08,,1984
2398,Kadri,Värk,,+372 5114 4517,Tallinn,2022-08-17,silver,1989
2399,Sander,Kallas,sander.kallas@yahoo.com,+372 8874 8899,Tartu,2022-02-01,,1989
2400,Kati,Lõoke,kati.looke@outlook.com,+372 8216 8563,Kuressaare,2021-02-22,,1996
2401,Ants,Saar,,+372 5119 5444,Tallinn,2023-12-19,bronze,1985
2402,Merike,Järv,merike.jarv@outlook.com,+372 5398 5431,Tallinn,2022-01-03,,1980
2403,Rasmus,Lill,,+372 5410 3559,Valga,2022-11-23,gold,1965
2404,Piret,Orav,piret.orav@mail.ee,+372 5904 6311,Paide,2021-01-08,gold,1989
2405,Laura,Rebane,laura.rebane@mail.ee,+372 8605 4174,Jõhvi,2023-06-21,,1991
2406,Sigrid,Kõiv,sigrid.koiv@outlook.com,+372 5787 0434,Tallinn,2020-11-03,,1987
2407,Taavi,Koppel,taavi.koppel@mail.ee,+372 5182 2433,Kuressaare,2020-02-12,gold,1996
2408,Heli,Mägi,heli.magi@mail.ee,+372 8267 3688,Kuressaare,2024-11-18,silver,1979
2409,Rein,Saar,rein.saar@hot.ee,+372 8404 9070,Jõhvi,2021-05-10,silver,2002
2410,Margus,Kukk,margus.kukk2@hot.ee,+372 5904 9689,Tallinn,2020-05-23,,1961
2411,Piret,Oja,piret.oja@telia.ee,+372 5539 9916,Tartu,2024-10-29,silver,1997
2412,Marko,Liiv,marko.liiv@telia.ee,+372 5920 8941,Tallinn,2020-06-27,,1988
2413,Tõnu,Kaalep,tonu.kaalep@telia.ee,+372 5123 1419,Narva,2022-05-28,gold,1964
2414,Riina,Veski,riina.veski@outlook.com,+372 5958 8115,Tartu,2022-07-29,silver,1963
2415,Kadri,Sild,kadri.sild@hot.ee,+372 5139 7828,Tallinn,2025-02-15,,1968
2416,Sander,Rosin,sander.rosin@telia.ee,+372 5458 7389,Tartu,2020-12-28,gold,1994
2417,Kristjan,Lepp,kristjan.lepp@gmail.com,+372 5769 8481,Tartu,2020-06-27,,1993
2418,Marit,Toom,marit.toom@outlook.com,+372 5877 2844,Tallinn,2022-04-22,,1962
2419,Merle,Lass,merle.lass@gmail.com,+372 5851 5365,Viljandi,2022-03-12,,2001
2420,Ene,Kangur,ene.kangur@mail.ee,+372 8303 7380,Tallinn,2020-11-04,,1971
2421,Kristi,Orav,kristi.orav@yahoo.com,+372 5190 8634,Narva,2024-09-22,,1997
2422,Arvo,Paas,arvo.paas@gmail.com,+372 8640 6047,Tartu,2023-02-24,silver,1968
2423,Kristjan,Sild,kristjan.sild@mail.ee,+372 5252 1798,Jõhvi,2021-12-07,,1986
2424,Anna,Arro,anna.arro@telia.ee,+372 5619 6424,Tartu,2023-05-07,silver,1979
2425,Sirje,Ilves,sirje.ilves@gmail.com,+372 5143 5253,Pärnu,2021-12-07,silver,1960
2426,Merike,Sepp,,+372 8559 6012,Pärnu,2025-01-22,bronze,1977
2427,Katrin,Lill,katrin.lill@gmail.com,+372 5725 1909,Viljandi,2023-08-12,bronze,1971
2428,Grete,Arro,,+372 5304 7113,Tallinn,2024-01-18,bronze,2002
2429,Hille,Pihl,hille.pihl@yahoo.com,+372 8319 1806,Tartu,2020-10-29,bronze,2001
2430,Kalev,Lill,,+372 8694 1144,Tallinn,2022-12-29,silver,1985
2431,Jüri,Mets,juri.mets@outlook.com,+372 8289 5074,Tallinn,2020-03-06,gold,2000
2432,Marko,Arro,marko.arro@mail.ee,+372 5422 2905,Tallinn,2022-10-05,silver,2003
2433,Tarmo,Tammik,tarmo.tammik@hot.ee,+372 5683 2862,Tallinn,2020-10-17,gold,2000
2434,Enn,Orav,enn.orav@outlook.com,+372 5552 9676,Tallinn,2023-05-19,silver,1972
2435,Riina,Rosin,riina.rosin@gmail.com,+372 5770 6844,Tallinn,2023-08-19,,2001
2436,Grete,Kukk,grete.kukk2@hot.ee,+372 5638 5099,Tartu,2023-04-11,silver,1981
2437,Kersti,Sepp,kersti.sepp@telia.ee,+372 8410 3020,Tallinn,2024-11-04,silver,1981
2438,Indrek,Tamm,indrek.tamm@mail.ee,+372 5991 3908,Kuressaare,2024-04-30,,1988
2439,Margus,Mitt,margus.mitt@yahoo.com,+372 8481 8428,Pärnu,2022-08-06,bronze,1972
2440,Lea,Must,,+372 8671 5776,Tallinn,2020-04-23,bronze,1993
2441,Kristjan,Paas,kristjan.paas@gmail.com,+372 5342 9348,Tallinn,2022-08-15,gold,1975
2442,Külli,Pihl,kulli.pihl2@hot.ee,+372 5773 5923,Kuressaare,2024-04-08,silver,1979
2443,Laura,Sild,laura.sild@telia.ee,+372 5326 0638,Tallinn,2020-10-14,,1995
2444,Sandra,Lõhmus,sandra.lohmus@yahoo.com,+372 5355 0401,Võru,2024-10-25,bronze,1981
2445,Erkki,Pihl,erkki.pihl@yahoo.com,+372 5173 4325,Tallinn,2024-11-06,bronze,2004
2446,Tarmo,Oja,tarmo.oja@gmail.com,+372 8808 9135,Tartu,2023-06-28,bronze,1986
2447,Marika,Salu,marika.salu@mail.ee,+372 5480 3631,Tallinn,2022-11-28,,1995
2448,Urmas,Nõmm,urmas.nomm@mail.ee,+372 5529 4459,Tallinn,2023-02-06,silver,1962
2449,Triin,Rand,triin.rand@outlook.com,+372 5680 2087,Rakvere,2021-10-01,silver,1989
2450,Andres,Rebane,andres.rebane@gmail.com,+372 5691 5487,Tartu,2022-02-01,,1998
2451,Lea,Oja,lea.oja@hot.ee,+372 5211 4638,Tallinn,2020-04-05,,1996
2452,Enn,Kuusik,enn.kuusik@mail.ee,+372 5418 7932,Narva,2024-10-09,bronze,1974
2453,Ants,Vaher,ants.vaher@outlook.com,+372 5824 2463,Pärnu,2025-02-12,bronze,1995
2454,Margus,Kallas,margus.kallas2@telia.ee,+372 5146 5915,Pärnu,2023-10-23,bronze,1969
2455,Tõnu,Paas,tonu.paas@mail.ee,+372 5976 6565,Tallinn,2024-02-05,,1983
2456,Liis,Must,liis.must@outlook.com,+372 5364 9898,Tallinn,2023-04-18,gold,1975
2457,Merle,Toom,,+372 8294 5767,Viljandi,2020-01-24,silver,1973
2458,Priit,Valk,priit.valk@yahoo.com,+372 8904 0436,Tartu,2022-10-26,,1972
2459,Lea,Kukk,,+372 8287 8124,Tartu,2024-04-23,,1987
2460,Liina,Kukk,liina.kukk@hot.ee,+372 5657 1518,Tallinn,2022-06-21,silver,1980
2461,Kristiina,Liiv,,+372 5394 7395,Tallinn,2021-05-31,,1969
2462,Maris,Kask,maris.kask@mail.ee,+372 5524 7018,Narva,2022-07-01,silver,1996
2463,Sigrid,Hurt,sigrid.hurt@telia.ee,+372 5445 4063,Tallinn,2022-04-11,,1991
2464,Madis,Sepp,madis.sepp@hot.ee,+372 8885 7749,Pärnu,2024-09-05,bronze,1983
2465,Ants,Värk,ants.vark@gmail.com,+372 5174 0921,Võru,2022-09-02,bronze,1981
2466,Ants,Hurt,ants.hurt@yahoo.com,+372 5818 1650,Kuressaare,2020-01-18,bronze,1963
2467,Sandra,Orav,,+372 5379 9289,Narva,2024-06-10,bronze,1982
2468,Tiit,Pihl,,+372 5207 5345,Narva,2024-09-11,,1976
2469,Anu,Kukk,anu.kukk@telia.ee,+372 5561 2413,Valga,2023-06-23,bronze,1984
2470,Lea,Orav,lea.orav@gmail.com,+372 5767 7393,Tallinn,2023-08-24,bronze,1966
2471,Laura,Kallas,laura.kallas@outlook.com,+372 5919 4945,Rakvere,2024-02-08,bronze,1986
2472,Heino,Pihl,heino.pihl@telia.ee,+372 5445 1891,Tartu,2022-09-26,,1969
2473,Siim,Sepp,,+372 5503 7890,Kuressaare,2023-11-04,,1990
2474,Ants,Talvik,ants.talvik@hot.ee,+372 8460 6174,Tallinn,2024-05-12,,1989
2475,Siim,Järv,siim.jarv@mail.ee,+372 5164 9081,Tallinn,2022-12-20,bronze,1966
2476,Lea,Rand,,+372 5137 5478,Pärnu,2021-01-21,bronze,1977
2477,Ülle,Org,ulle.org@yahoo.com,+372 5784 2359,Tartu,2021-05-27,,1977
2478,Kaido,Puusepp,kaido.puusepp@telia.ee,+372 5351 7353,Tallinn,2024-06-12,,1995
2479,Laura,Ilves,laura.ilves@gmail.com,+372 5321 0919,Tartu,2020-07-23,gold,1961
2480,Katrin,Lass,katrin.lass@telia.ee,+372 5835 6128,Tartu,2024-12-14,silver,1964
2481,Annika,Mets,,+372 5571 9839,Tartu,2022-02-14,,2003
2482,Rein,Järv,,+372 5465 7371,Tallinn,2022-04-17,,1992
2483,Kadri,Mitt,kadri.mitt@yahoo.com,+372 5364 1306,Jõhvi,2024-02-11,bronze,2001
2484,Kersti,Liiv,kersti.liiv@gmail.com,+372 5919 2020,Tartu,2020-01-12,,1963
2485,Erkki,Roots,erkki.roots@gmail.com,+372 5822 1263,Viljandi,2023-02-22,gold,1988
2486,Sirje,Kukk,sirje.kukk@mail.ee,+372 8309 1171,Pärnu,2022-03-24,,1988
2487,Rein,Must,rein.must@yahoo.com,+372 5898 8058,Narva,2022-03-24,,1978
2488,Rasmus,Teder,rasmus.teder@mail.ee,+372 5520 0048,Valga,2024-02-22,bronze,1989
2489,Liis,Salu,liis.salu@mail.ee,+372 5205 9979,Viljandi,2021-01-08,,1975
2490,Arvo,Pärn,arvo.parn@yahoo.com,+372 5948 9233,Tallinn,2023-06-10,,1975
2491,Elis,Toom,elis.toom@yahoo.com,+372 5459 7957,Pärnu,2023-08-06,bronze,1964
2492,Reet,Männik,reet.mannik@hot.ee,+372 5693 2254,Valga,2023-08-25,bronze,2003
2493,Kaido,Hurt,,+372 8305 0568,Viljandi,2022-02-06,silver,2000
2494,Ragnar,Talvik,ragnar.talvik@gmail.com,+372 5622 9699,Tallinn,2021-01-02,silver,1992
2495,Urmas,Kask,urmas.kask@telia.ee,+372 5988 6988,Tallinn,2024-05-25,gold,2003
2496,Ene,Veski,ene.veski@mail.ee,+372 8270 3522,Tallinn,2021-09-19,,1976
2497,Kevin,Tamm,kevin.tamm@outlook.com,+372 5834 9562,Tallinn,2024-05-28,,1973
2498,Tõnu,Roots,tonu.roots@telia.ee,+372 5875 9834,Tartu,2021-06-28,silver,2003
2499,Reet,Saar,reet.saar@yahoo.com,+372 8356 5465,Võru,2025-01-12,bronze,1966
2500,Merle,Lepp,merle.lepp@hot.ee,+372 8362 0161,Võru,2021-01-23,silver,2002
2501,Siim,Lõoke,siim.looke@yahoo.com,+372 5393 2971,Tartu,2024-08-26,,1984
2502,Sander,Kuusk,sander.kuusk@yahoo.com,+372 8795 7403,Kuressaare,2024-11-27,,1974
2503,Aivar,Pihl,aivar.pihl@mail.ee,+372 5785 1465,Tallinn,2022-05-11,gold,1999
2504,Madis,Lass,madis.lass@yahoo.com,+372 5893 4916,Narva,2021-06-20,,1961
2505,Reet,Rosin,reet.rosin@telia.ee,+372 5107 6612,Tartu,2024-12-19,,1966
2506,Margus,Toom,margus.toom@yahoo.com,+372 5323 6432,Pärnu,2024-05-21,,1990
2507,Kersti,Lepik,kersti.lepik@mail.ee,+372 8487 8488,Tallinn,2024-10-26,,1998
2508,Aivar,Liiv,aivar.liiv@gmail.com,+372 5998 8756,Tallinn,2024-12-31,,1979
2509,Marit,Koppel,marit.koppel@telia.ee,+372 5369 3259,Valga,2022-12-21,,1985
2510,Anna,Kõiv,anna.koiv@hot.ee,+372 8445 7455,Narva,2020-09-21,,2001
2511,Merike,Sild,,+372 5286 9738,Tallinn,2021-04-22,bronze,1976
2512,Mart,Aas,mart.aas@gmail.com,+372 5483 3569,Pärnu,2024-03-09,bronze,1966
2513,Henri,Arro,henri.arro@gmail.com,+372 5533 2394,Tallinn,2020-08-30,bronze,1982
2514,Jüri,Nõmm,,+372 5551 3460,Tallinn,2023-06-13,silver,1985
2515,Anu,Tamm,anu.tamm@yahoo.com,+372 5279 7405,Tartu,2020-01-07,,1967
2516,Henri,Kuusik,henri.kuusik@hot.ee,+372 5148 3516,Tallinn,2021-01-26,bronze,1995
2517,Jüri,Lepik,,+372 5129 5582,Pärnu,2024-03-12,bronze,1974
2518,Olev,Lill,olev.lill@telia.ee,+372 5233 7689,Narva,2022-01-17,silver,1967
2519,Toomas,Kull,toomas.kull@mail.ee,+372 5870 5075,Tallinn,2023-08-20,,1980
2520,Merle,Koppel,merle.koppel@yahoo.com,+372 8519 1399,Tartu,2021-04-05,,2002
2521,Kristi,Kull,kristi.kull@telia.ee,+372 5248 8543,Tartu,2020-11-08,gold,1963
2522,Hille,Saar,hille.saar@outlook.com,+372 5225 1416,Tallinn,2023-07-24,,1989
2523,Katrin,Rebane,katrin.rebane@gmail.com,+372 8649 8136,Tallinn,2021-09-23,,1991
2524,Sigrid,Järv,sigrid.jarv@telia.ee,+372 5956 2312,Tallinn,2022-06-09,bronze,1994
2525,Tarmo,Rosin,,+372 8159 2617,Narva,2024-05-15,,1987
2526,Rein,Valk,rein.valk@yahoo.com,+372 5219 7029,Valga,2020-05-06,,2003
2527,Meelis,Kangur,meelis.kangur@yahoo.com,+372 5571 5319,Pärnu,2024-04-02,bronze,1994
2528,Kalev,Pärn,kalev.parn@hot.ee,+372 5426 5237,Valga,2024-03-08,,1991
2529,Kaido,Roots,kaido.roots@outlook.com,+372 8257 4535,Tallinn,2023-06-11,,1975
2530,Pille,Must,pille.must@mail.ee,+372 8968 6550,Tallinn,2020-04-14,silver,1988
2531,Ene,Arro,ene.arro@telia.ee,+372 5961 6726,Tallinn,2024-12-27,bronze,1984
2532,Anna,Talvik,anna.talvik@gmail.com,+372 5882 9710,Haapsalu,2023-07-20,silver,1964
2533,Aili,Orav,aili.orav@gmail.com,+372 5719 1101,Tartu,2020-02-11,gold,1986
2534,Sander,Sild,sander.sild@outlook.com,+372 8241 5166,Tallinn,2022-12-29,gold,1975
2535,Eha,Hurt,eha.hurt@hot.ee,+372 5880 1271,Tallinn,2021-05-29,,1998
2536,Aivar,Lõoke,aivar.looke@telia.ee,+372 5444 6610,Tallinn,2020-11-20,,1996
2537,Grete,Oja,grete.oja@gmail.com,+372 8205 9459,Tallinn,2023-04-09,silver,1975
2538,Heli,Kangur,heli.kangur@gmail.com,+372 5540 1199,Pärnu,2022-05-30,silver,1984
2539,Arvo,Pihl,arvo.pihl@outlook.com,+372 5695 0564,Tallinn,2020-05-04,gold,1965
2540,Triin,Must,triin.must@outlook.com,+372 8998 2629,Pärnu,2023-10-10,bronze,1978
2541,Andres,Org,andres.org@yahoo.com,+372 8529 2767,Tallinn,2025-02-25,,2004
2542,Riina,Paju,riina.paju@yahoo.com,+372 5259 1929,Tallinn,2022-09-28,,1968
2543,Tõnu,Nõmm,,+372 5719 1654,Narva,2020-02-21,gold,1965
2544,Kersti,Mets,kersti.mets@hot.ee,+372 5665 7363,Tallinn,2020-09-08,bronze,1962
2545,Triin,Talvik,triin.talvik@hot.ee,+372 5861 9220,Tallinn,2022-05-07,bronze,1962
2546,Sander,Põld,sander.pold@mail.ee,+372 5775 3398,Tartu,2021-02-22,silver,2003
2547,Väino,Kuusik,vaino.kuusik2@hot.ee,+372 8498 2268,Rakvere,2022-06-10,,1968
